text,length,words,spam
y de ask like thi,17,5,0
joy s father is john then john is the ____ of joy s father if u an th you hav iq ti s ia question tri to answer,111,28,0
ye i start to send request to make it but pain came back so i m back in bed doubl coin at the factori too i got ta cash in all my nitro,135,33,0
aiya we discuss later lar pick ü up at is it,44,11,0
have lunch you are not in onlin whi,35,8,0
ha u ju ate honey ar so sweet,29,8,0
i cant pick the phone right now pl send a messag,48,11,0
i am late i will be there at,28,8,0
do you want a new nokia i colour phone deliv tomorrow with free minut to ani mobil free text free camcord repli or call,119,24,1
nah dub but je still buff,25,6,0
are you comingdown later,24,4,0
im reali soz imat my mum nite what about moro,45,10,0
we have new local date in your area lot of new peopl regist in your area repli date to start now onli www flirtparti us repli,125,26,1
i m at home pleas call,22,6,0
pleas call immedi as there is an urgent messag wait for you,59,12,1
ambrith madurai met u in arun dha marrg remembr,47,9,0
have a good even ttyl,21,5,0
we r stayin here an extra week back next wed how did we do in the rugbi thi weekend hi to and and c u soon,106,26,0
you are a winner u have been special select receiv or a holiday flight inc speak to a live oper claim p min,107,23,1
someonon you know is tri to contact you via our date servic to find out who it could be call from your mobil or landlin boxskch,127,26,1
idk i m sit here in a stop and shop park lot right now bawl my eye out becaus i feel like i m a failur in everyth nobodi want me and now i feel like i m fail you,161,40,0
a swt thought nver get tire of do littl thing lovabl person coz somtim those littl thing occupi d biggest part in their heart gud ni,132,26,0
then we wait u lor no need feel bad lar,39,10,0
studi but i ll be free next weekend,35,8,0
what time should i tell my friend to be around,46,10,0
oop i wa in the shower when u call hey a park garag collaps at univers hospit see i m not crazi stuff like that doe happen,122,27,0
also sir i sent you an email about how to log into the usc payment portal i ll send you anoth messag that should explain how thing are back home have a great weekend,165,34,0
my sister clear two round in birla soft yesterday,49,9,0
and pop ibuprofen wa no help,28,6,0
pleassssssseeeee tel me v avent done sportsx,44,7,0
want get laid tonight want real dog locat sent direct ur mob join the uk s largest dog network by txting moan to nyt eca p msg p,128,28,1
yun ah the ubi one say if ü wan call by tomorrow call look for iren ere onli got bu ubi cre ubi tech park ph for st wkg day èn,126,31,0
hi darlin im missin u hope you are have a good time when are u back and what time if u can give me a call at home jess xx,121,30,0
if you re not in my car in an hour and a half i m go apeshit,60,17,0
are you avail for soire on june rd,34,8,0
fine if that s the way u feel that s the way it gota b,54,15,0
here is my new address appl pair all that malarki,49,10,0
detroit the home of snow enjoy it,33,7,0
congratul ur award of cd voucher or gift guarante free entri wkli draw txt music to,83,16,1
thank you so much when we skype wit kz and sura we didnt get the pleasur of your compani hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy,170,36,0
ok but tell me half an hr b u come i need prepar,48,13,0
what happen dear tell me,24,5,0
spoke with uncl john today he strongli feel that you need to sacrific to keep me here he s go to call you when he doe i beg you to just listen dont make ani promis or make it clear thing are not easi and i need you to pleas let us work thing out as long as i keep expect help my creativ will be stifl so pl just keep him happi no promis on your part,349,78,0
oh well c u later,17,5,0
ok that s great thanx a lot,27,7,0
do you alway celebr ny s with your famili,41,9,0
k then ani other special,24,5,0
aight sorri i take ten year to shower what s the plan,53,12,0
that s cool he ll be here all night lem me know when you re around,66,16,0
bishan lar nearer no need buy so earli co if buy now i got ta park my car,73,18,0
we are both fine thank,22,5,0
hi babe u r most like to be in bed but im so sorri about tonight i realli wan na see u tomorrow so call me at love me xxx,121,30,0
oh yeah i forgot u can onli take out shop at onc,48,12,0
i can t i don t have her number,31,9,0
good morn my boytoy how s those yummi lip where s my sexi bun now what do you do do you think of me do you crave me do you need me,130,32,0
hi babi ive just got back from work and i wa want to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,141,36,0
sm ac sun post hello you seem cool want to say hi hi stop send stop to,70,17,1
hey mate how u honey did u ave good holiday gimmi de goss x,59,14,0
can you say what happen,23,5,0
ok u enjoy ur show,18,5,0
it k here oh should i send home for sale,40,10,0
ok i vl do u know i got adsens approv,37,10,0
compani is veri good environ is terrif and food is realli nice,62,12,0
hello just got here st andrew boy it a long way it cold i will keep you post,76,18,0
aight i ll ask a few of my roommat,34,9,0
today voda number end are select to receiv a award if you have a match pleas call quot claim code standard rate app,115,23,1
convey my regard to him,23,5,0
wot is u up then bitch,22,6,0
s antha num corrct dane,23,5,0
right it wasnt you who phone it wa someon with a number like your,65,14,0
well boy am i glad g wast all night at applebe for noth,55,13,0
there r mani model soni ericson also der it luk good bt i forgot modl no,72,16,0
free tone hope you enjoy your new content text stop to to unsubscrib help p provid by tonesy co uk,98,20,1
aight i m chillin in a friend s room so text me when you re on the way,70,18,0
you tell what happen dont behav like thi to me ok no need to say,64,15,0
huh so late fr dinner,21,5,0
ye i m in offic da,18,6,0
he tell not to tell ani one if so treat for me hi hi hi,55,15,0
cool i ll text you when i m on the way,38,11,0
pleas call amanda with regard to renew or upgrad your current t mobil handset free of charg offer end today tel subject to t s and c s,134,28,1
go on noth great bye,20,5,0
no de but call me after some time ill tell you k,48,12,0
sweetheart hope you are not have that kind of day have one with load of reason to smile biola,93,19,0
where are you what are you do are yuou work on get the pc to your mom s did you find a spot that it would work i need you,121,30,0
tunji how s the queen how are you do thi is just wish you a great day abiola,76,18,0
thanx e browni it s v nice,26,7,0
aiyah u did ok alreadi lar e nydc at wheellock,46,10,0
well i m gon na finish my bath now have a good fine night,57,14,0
boooo you alway work just quit,30,6,0
ugh my leg hurt musta overdid it on mon,39,9,0
no da if you run that it activ the full version da,50,12,0
show ur colour euro offer get an england flag lion tone on ur phone click on the follow servic messag for info,110,22,1
send me your id and password,28,6,0
happi birthday may all ur dream come true,41,8,0
say thi slowli god i love you i need you clean my heart with your blood send thi to ten special peopl u c miracl tomorrow do it pl pl do it,139,32,0
i lost pound sinc my doc visit last week woot woot now i m gon na celebr by stuf my face,88,21,0
i m in a meet call me later at,30,9,0
by the way rencontr is to meet again mountain dont,50,10,0
hi can i pleas get a dollar loan from you i ll pay you back by mid februari pl,78,19,0
nope i ll come onlin now,24,6,0
r u in thi contin,17,5,0
how much r ü will to pay,24,7,0
life style garment account no pleas,35,6,0
i d say that s a good sign but well you know my track record at read women,74,18,0
so ü pay first lar then when is da stock comin,46,11,0
need a coffe run tomo can t believ it s that time of week alreadi,65,15,0
what today sunday sunday is holiday so no work,46,9,0
ü eatin later but i m eatin wif my fren now lei ü go home first,63,16,0
great never been better each day give even more reason to thank god,67,13,0
ye princess i want to make you happi,36,8,0
you are everywher dirt on the floor the window even on my shirt and sometim when i open my mouth you are all that come flow out i dream of my world without you then half my chore are out too a time of joy for me lot of tv show i ll see but i guess like all thing you just must exist like rain hail and mist and when my time here is done you and i becom one,356,81,0
don know he is watch film in comput,35,8,0
ye i trust u to buy new stuff asap so i can tri it out,54,15,0
good morn princess how are you,30,6,0
men alway need a beauti intellig care love adjust cooper wife but the law allow onli one wife,93,18,0
sorri i ll call later,21,5,0
it hard to believ thing like thi all can say lie but think twice befor say anyth to me,86,19,0
wewa is iriv all mb,19,5,0
i m veri happi for you babe woo hoo parti on dude,49,12,0
final the match head toward draw as your predict,48,9,0
pain word i thought be happi wa the most toughest thing on earth but the toughest is act happi with all unspoken pain insid,123,24,0
dunno da next show aft is toa payoh got,39,9,0
loan for ani purpos even if you have bad credit tenant welcom call noworriesloan com on,87,16,1
are we do the norm tomorrow i finish just a co of st test need to sort librari stuff out at some point tomo got letter from today access til end march so i better get move on,174,38,0
